ID,Sex,Marital status,Age,Education,Income,Occupation,Height,Weight,Settlement size,Parents name
100001294,male,single,49,high school,121592,staff,166,70,mid-size city,Matt
100001295,male,single,29,high school,135605,unemployed,172,68,mid-size city,Andrew
100001296,male,single,37,high school,114552,staff,159,58,big city,Samuel
100001297,male,single,33,high school,151339,manager,176,53,mid-size city,Martin
100001298,male,single,71,university,170387,staff,187,73,big city,Samid
100001299,male,single,35,high school,118288,staff,141,56,big city,Jennifer
100001300,male,single,40,high school,109992,staff,176,52,big city,Jennifer
100001301,female,single,27,high school,90654,unemployed,164,40,small city,Jennifer
100001302,female,single,61,university,113290,unemployed,189,57,small city,Martin
100001303,female,non-single,29,high school,100093,staff,142,48,mid-size city,Jennifer
100001304,female,single,33,high school,109489,staff,142,39,small city,George
100001305,female,single,56,university,139427,unemployed,145,51,small city,Ann
100001306,female,non-single,27,high school,123411,staff,166,53,mid-size city,Matt
100001307,female,non-single,22,,137925,staff,166,47,small city,Roozan
100001308,female,non-single,19,high school,99119,staff,152,46,small city,Jennifer
100001309,female,non-single,28,,91084,staff,148,45,mid-size city,Matt
100001310,female,non-single,24,high school,110137,staff,177,66,mid-size city,Samid
100001311,female,non-single,27,high school,67041,unemployed,152,63,small city,Matt
100001312,female,non-single,30,high school,127299,staff,187,42,mid-size city,Ann
100001313,female,single,26,,84555,unemployed,151,45,small city,George
100001314,female,non-single,26,high school,123895,staff,180,51,small city,Lothor
100001315,female,non-single,23,high school,94324,staff,150,43,mid-size city,George
100001316,female,non-single,28,high school,96062,staff,158,51,small city,Martin
100001317,female,non-single,67,graduate school,144843,staff,146,45,small city,Roozan
100001318,female,non-single,27,high school,107485,staff,172,70,mid-size city,Roozan
100001319,female,non-single,32,high school,98573,staff,157,75,small city,Jennifer
100001320,female,single,24,,107462,unemployed,149,52,small city,Matt
100001321,female,non-single,28,high school,115809,staff,182,65,mid-size city,George
100001322,female,single,48,university,118749,unemployed,153,58,small city,Samuel
100001323,female,non-single,32,high school,139112,staff,163,63,mid-size city,Roozan
100001324,female,non-single,25,high school,94075,staff,187,46,small city,Martin
100001325,female,non-single,57,university,62002,unemployed,143,57,small city,Jennifer
100001326,female,non-single,28,high school,127262,staff,186,37,small city,Martin
100001327,female,non-single,24,high school,122846,staff,141,70,mid-size city,Lothor
100001328,female,non-single,25,high school,61907,unemployed,188,48,small city,Martin
100001329,female,single,31,high school,89287,unemployed,171,46,small city,Roozan
100001330,female,single,33,high school,103696,staff,174,65,mid-size city,George
100001331,female,non-single,50,university,147603,staff,150,64,small city,Ann
100001332,female,non-single,58,university,139229,unemployed,188,49,mid-size city,George
100001333,female,non-single,27,high school,107932,unemployed,162,66,small city,Matt
100001334,female,non-single,48,university,116235,unemployed,184,60,small city,Martin
100001335,female,non-single,22,high school,85974,unemployed,187,53,small city,Lothor
100001336,female,non-single,40,high school,124001,unemployed,147,42,small city,Samuel
100001337,female,non-single,32,high school,121428,staff,180,66,small city,Lothor
100001338,female,single,25,high school,93233,unemployed,154,44,small city,Samuel
100001339,female,non-single,27,high school,67965,unemployed,156,64,small city,Andrew
100001340,female,non-single,27,high school,88001,unemployed,155,75,small city,Ann
100001341,female,non-single,23,high school,129112,staff,185,54,small city,George
100001342,female,non-single,32,high school,109324,staff,145,61,mid-size city,Matt
100001343,female,non-single,25,high school,112785,staff,150,50,mid-size city,Matt
100001344,female,non-single,46,university,136735,unemployed,185,60,small city,George
100001345,female,non-single,21,high school,107779,staff,188,53,mid-size city,Samid
100001346,female,non-single,29,high school,103526,staff,145,74,small city,Matt
100001347,female,non-single,31,high school,93171,unemployed,140,39,small city,Roozan
100001348,female,single,26,high school,106559,unemployed,165,75,small city,Samuel
100001349,female,non-single,23,high school,112728,staff,146,69,mid-size city,Andrew
100001350,female,single,38,high school,102855,staff,152,38,mid-size city,Roozan
100001351,female,single,35,high school,85381,unemployed,169,73,small city,Matt
100001352,female,non-single,27,high school,100762,staff,164,46,mid-size city,Jennifer
100001353,female,non-single,22,high school,131445,staff,152,51,mid-size city,Samid
100001354,female,non-single,52,university,123194,staff,174,39,small city,Andrew
100001355,female,non-single,19,high school,99519,staff,151,75,mid-size city,Martin
100001356,female,non-single,23,high school,112853,staff,163,56,small city,Samid
100001357,female,single,42,high school,110509,staff,185,49,small city,Samuel
100001358,female,non-single,27,high school,106446,staff,150,69,mid-size city,Jennifer
100001359,female,non-single,39,university,89665,unemployed,178,68,small city,Ann
100001360,female,non-single,50,university,128233,staff,144,68,mid-size city,Martin
100001361,female,non-single,36,high school,133615,staff,143,58,small city,Matt
100001362,female,non-single,25,high school,115833,staff,162,73,mid-size city,Lothor
100001363,female,non-single,27,high school,65560,unemployed,181,58,small city,Lothor
100001364,female,non-single,30,high school,118642,staff,152,59,small city,Samid
100001365,female,single,22,high school,63635,unemployed,172,67,small city,Samuel
100001366,female,non-single,27,,122649,staff,187,37,mid-size city,George
100001367,female,single,31,high school,143321,manager,165,36,mid-size city,Lothor
100001368,female,non-single,29,high school,99556,staff,142,65,small city,Ann
100001369,female,single,34,high school,36760,unemployed,189,71,small city,Andrew
100001370,female,single,33,,71935,unemployed,172,40,small city,Ann
100001371,female,non-single,26,high school,114977,staff,189,69,small city,Lothor
100001372,female,non-single,36,high school,147691,staff,185,55,mid-size city,Lothor
100001373,female,non-single,26,high school,54296,unemployed,185,69,small city,Andrew
100001374,female,non-single,39,high school,80014,unemployed,179,64,small city,Samid
100001375,female,non-single,44,university,77887,unemployed,180,70,small city,George
100001376,female,non-single,46,university,98517,unemployed,189,58,small city,Matt
100001377,female,non-single,31,high school,103012,unemployed,174,36,small city,Samuel
100001378,female,single,26,,121377,staff,155,51,small city,Jennifer
100001379,female,non-single,22,high school,91359,staff,188,69,mid-size city,Lothor
100001380,female,single,48,university,104833,unemployed,186,49,small city,Ann
100001381,female,non-single,27,high school,101209,staff,150,61,small city,George
100001382,female,single,30,high school,58207,unemployed,162,36,small city,Jennifer
100001383,female,non-single,27,high school,116708,staff,153,63,mid-size city,Lothor
100001384,female,non-single,36,high school,107471,staff,164,56,mid-size city,Samid
100001385,female,non-single,31,high school,128495,staff,160,69,small city,Ann
100001386,female,single,21,high school,124468,staff,140,53,small city,Samid
100001387,female,non-single,26,high school,106922,staff,159,58,mid-size city,Samuel
100001388,female,single,24,high school,104291,staff,144,56,small city,Lothor
100001389,female,non-single,29,high school,98204,staff,165,52,small city,Matt
100001390,female,non-single,32,high school,127071,staff,171,62,small city,Matt
100001391,female,non-single,45,university,85115,unemployed,172,56,small city,Matt
100001392,female,non-single,58,university,104013,unemployed,175,55,small city,Samuel
100001393,female,non-single,25,high school,89863,staff,142,65,small city,Martin
100001394,female,non-single,67,graduate school,135300,staff,150,66,small city,Matt
100001395,female,non-single,53,university,107861,unemployed,182,55,small city,Jennifer
100001396,female,non-single,24,high school,123994,staff,163,62,small city,Andrew
100001397,female,single,20,high school,91270,unemployed,150,53,small city,Lothor
100001398,female,non-single,71,graduate school,133245,unemployed,181,40,small city,Jennifer
100001399,female,non-single,31,high school,118594,staff,163,75,mid-size city,Jennifer
100001400,female,non-single,27,high school,40606,unemployed,177,53,small city,Matt
100001401,female,non-single,36,high school,129304,unemployed,186,72,small city,Jennifer
100001402,female,non-single,25,high school,113118,staff,147,66,small city,Andrew
100001403,female,single,41,high school,133131,staff,142,52,small city,Andrew
100001404,female,non-single,30,high school,106876,staff,150,62,mid-size city,Samid
100001405,female,non-single,32,high school,130870,staff,156,58,mid-size city,Samuel
100001406,female,non-single,29,high school,125621,unemployed,182,58,small city,Andrew
100001407,female,single,27,high school,78923,unemployed,164,47,small city,Jennifer
100001408,female,non-single,32,high school,123983,staff,151,55,small city,Lothor
100001409,female,non-single,25,high school,75184,unemployed,173,39,small city,Samid
100001410,female,single,24,high school,109693,staff,187,64,small city,Ann
100001411,female,non-single,63,university,86273,unemployed,158,52,small city,Jennifer
100001412,female,single,42,university,113190,unemployed,185,40,small city,Samid
100001413,female,non-single,22,high school,109274,unemployed,182,73,small city,Samuel
100001414,female,non-single,46,university,143489,staff,165,71,mid-size city,Roozan
100001415,female,non-single,24,high school,99570,staff,179,43,mid-size city,Samid
100001416,female,single,30,high school,139468,staff,181,36,mid-size city,Martin
100001417,female,non-single,44,university,108627,unemployed,147,42,small city,Jennifer
100001418,female,single,25,high school,106355,staff,155,58,small city,Samuel
100001419,female,non-single,27,,96952,staff,174,60,small city,Ann
100001420,female,non-single,27,high school,141502,staff,166,63,mid-size city,Samid
100001421,female,non-single,34,high school,110420,staff,189,48,mid-size city,George
100001422,female,non-single,18,,97741,staff,168,65,mid-size city,Andrew
100001422,female,non-single,188,,,,,,mid-size city,
100001423,female,non-single,25,high school,99583,staff,176,72,mid-size city,Andrew
100001424,female,non-single,21,high school,63698,unemployed,150,44,small city,Matt
100001425,female,non-single,26,high school,116688,staff,187,64,mid-size city,Andrew
100001426,female,non-single,27,high school,131542,manager,166,67,mid-size city,Martin
100001427,female,single,25,,136055,staff,140,48,mid-size city,Ann
100001428,female,non-single,30,high school,100195,staff,160,55,mid-size city,Jennifer
100001429,female,single,66,graduate school,131001,staff,150,50,small city,Lothor
100001430,female,non-single,25,high school,104062,staff,174,74,mid-size city,Matt
100001431,female,non-single,43,university,137689,staff,186,56,small city,Samuel
100001432,female,non-single,35,high school,137705,staff,156,75,mid-size city,Jennifer
100001433,female,single,70,graduate school,69915,unemployed,187,63,small city,Jennifer
100001434,female,single,35,high school,68731,unemployed,157,42,small city,Matt
100001435,female,non-single,26,high school,105726,staff,181,58,small city,Jennifer
100001436,female,single,29,high school,78078,unemployed,185,58,small city,Jennifer
100001437,female,non-single,22,high school,110835,unemployed,143,55,small city,George
100001438,female,single,26,high school,115531,staff,143,61,mid-size city,Samuel
100001439,female,non-single,36,high school,92723,unemployed,154,67,small city,Roozan
100001440,female,non-single,35,high school,107509,staff,152,70,mid-size city,Jennifer
100001441,female,non-single,28,high school,116763,staff,176,50,mid-size city,Lothor
100001442,female,non-single,24,high school,100733,staff,160,58,small city,Ann
100001443,female,non-single,34,high school,92652,unemployed,144,41,small city,Samid
100001444,female,non-single,25,high school,106987,staff,165,39,small city,Ann
100001445,female,non-single,54,university,51882,unemployed,178,59,small city,Samuel
100001446,female,single,46,university,104751,unemployed,144,73,small city,Jennifer
100001447,female,non-single,42,high school,50947,unemployed,140,59,small city,Ann
100001448,female,single,45,university,126986,unemployed,154,38,small city,Samuel
100001449,female,single,48,university,110223,unemployed,148,40,small city,Roozan
100001450,female,single,21,high school,100591,unemployed,141,48,small city,Ann
100001451,female,non-single,31,high school,123257,staff,183,58,small city,Jennifer
100001452,female,single,35,,137736,staff,160,42,mid-size city,Samuel
100001453,female,non-single,36,high school,110221,staff,184,73,mid-size city,Matt
100001454,female,non-single,32,,99703,unemployed,181,62,small city,Martin
100001455,female,non-single,26,high school,106667,unemployed,146,56,small city,Roozan
100001456,female,non-single,34,high school,143319,staff,145,68,small city,Samid
100001457,female,non-single,65,university,135557,staff,149,65,mid-size city,Samuel
100001458,female,non-single,50,university,93390,unemployed,153,48,small city,Jennifer
100001459,female,non-single,39,high school,97577,staff,179,43,small city,Andrew
100001460,female,single,52,university,124196,unemployed,149,69,small city,George
100001461,female,non-single,36,high school,81136,unemployed,150,65,small city,George
100001462,female,non-single,29,high school,119439,staff,169,59,small city,Ann
100001463,female,non-single,36,high school,145231,staff,187,69,mid-size city,Roozan
100001464,female,non-single,36,high school,85623,unemployed,163,73,small city,Lothor
100001465,female,non-single,27,high school,145373,staff,155,47,mid-size city,Jennifer
100001466,female,non-single,36,high school,135896,manager,148,73,mid-size city,Jennifer
100001467,female,non-single,26,high school,106470,staff,160,41,mid-size city,Jennifer
100001468,female,single,57,university,113334,staff,175,37,mid-size city,Samid
100001469,female,single,27,high school,100560,unemployed,144,60,small city,Samid
100001470,female,non-single,58,university,108442,unemployed,164,65,small city,Ann
100001471,female,non-single,27,high school,64472,unemployed,157,57,small city,Ann
100001472,female,non-single,49,university,120207,staff,179,58,small city,Ann
100001473,female,non-single,43,university,101680,staff,182,35,small city,Samuel
100001474,female,single,45,university,92342,unemployed,162,41,small city,Roozan
100001475,female,non-single,27,high school,98611,unemployed,164,62,small city,Andrew
100001476,female,non-single,34,high school,97613,staff,155,36,mid-size city,Samid
100001477,female,non-single,21,high school,82298,unemployed,155,57,small city,Matt
100001478,female,non-single,54,university,125302,staff,173,75,mid-size city,Andrew
100001479,female,non-single,43,university,108725,unemployed,175,60,small city,Ann
100001480,female,single,25,high school,85569,unemployed,172,40,small city,Matt
100001481,female,single,57,university,110372,unemployed,167,64,small city,Jennifer
100001482,female,non-single,26,high school,100511,staff,159,42,mid-size city,Samuel
100001483,female,single,30,high school,110455,staff,182,43,small city,Samid
100001484,female,single,58,university,141993,unemployed,170,55,small city,George
100001485,female,non-single,25,high school,121789,staff,148,69,mid-size city,Samuel
100001486,female,non-single,23,high school,138967,staff,156,63,small city,George
100001487,female,single,22,high school,105230,staff,177,68,small city,George
100001488,female,non-single,21,high school,90656,staff,151,62,mid-size city,Lothor
100001489,female,non-single,20,high school,115445,staff,144,51,mid-size city,Roozan
100001490,female,non-single,22,high school,59955,unemployed,164,57,small city,Andrew
100001491,female,single,27,high school,126268,staff,165,69,mid-size city,George
100001492,female,single,24,high school,80830,unemployed,165,48,small city,Samuel
100001493,female,non-single,23,high school,123625,staff,152,35,small city,Jennifer
100001494,female,non-single,26,high school,102543,staff,141,37,mid-size city,Jennifer
100001495,female,single,28,high school,101948,staff,142,46,small city,George
100001496,female,non-single,64,graduate school,142280,staff,182,67,small city,Ann
100001497,female,non-single,26,high school,105434,staff,171,64,mid-size city,Ann
100001498,female,non-single,31,high school,106115,staff,153,46,small city,Jennifer
100001499,female,single,28,high school,111057,unemployed,184,41,small city,Roozan
100001500,female,non-single,25,high school,117758,staff,187,63,mid-size city,Samid
100001501,female,single,49,university,118396,unemployed,172,71,small city,Matt
100001502,female,non-single,33,high school,136260,staff,154,52,mid-size city,Jennifer
100001503,female,single,27,high school,97192,staff,175,55,small city,George
100001504,female,non-single,59,university,62101,unemployed,155,56,small city,George
100001505,female,non-single,28,high school,123497,staff,179,55,small city,Ann
100001506,female,non-single,24,high school,120326,staff,187,40,mid-size city,Ann
100001507,female,non-single,26,high school,66645,unemployed,143,49,small city,Ann
100001508,female,single,33,high school,83429,unemployed,189,39,small city,Matt
100001509,female,single,37,high school,107539,staff,146,47,mid-size city,Ann
100001510,female,non-single,46,university,153880,staff,142,66,small city,Matt
100001511,female,non-single,62,university,140178,unemployed,146,61,mid-size city,Lothor
100001512,female,single,26,high school,100402,unemployed,177,48,small city,Roozan
100001513,female,non-single,49,university,122158,unemployed,169,70,small city,Samuel
100001514,female,non-single,25,high school,89331,unemployed,143,45,small city,Andrew
100001515,female,non-single,37,high school,125359,unemployed,149,63,small city,Lothor
100001516,female,single,31,high school,124110,staff,147,57,small city,Matt
100001517,female,single,25,,93526,unemployed,180,41,small city,Andrew
100001518,female,non-single,21,high school,70170,unemployed,149,41,small city,Lothor
100001519,female,non-single,27,,82357,unemployed,143,72,small city,Samid
100001520,female,non-single,29,high school,126745,staff,178,43,small city,Ann
100001521,female,non-single,30,high school,103326,staff,171,54,mid-size city,Samuel
100001522,female,non-single,26,high school,116048,staff,142,54,mid-size city,Martin
100001523,female,non-single,40,university,137115,unemployed,162,40,small city,Martin
100001524,female,non-single,23,high school,105365,staff,159,51,mid-size city,Martin
100001525,female,non-single,31,high school,95911,staff,168,69,small city,Lothor
100001526,female,non-single,29,high school,88669,unemployed,181,36,small city,Martin
100001527,female,single,22,high school,103776,unemployed,178,40,small city,Samid
100001528,female,non-single,26,high school,108864,staff,169,44,mid-size city,Samid
100001529,female,single,39,high school,106037,staff,188,55,mid-size city,Andrew
100001530,female,single,35,high school,84851,unemployed,142,70,small city,Lothor
100001531,female,non-single,26,high school,95748,staff,184,69,mid-size city,Martin
100001532,female,non-single,28,high school,133616,staff,169,74,mid-size city,Ann
100001533,female,non-single,56,university,132752,staff,146,35,small city,Andrew
100001534,female,non-single,22,high school,95712,staff,173,60,mid-size city,Lothor
100001535,female,non-single,26,high school,109063,staff,186,74,small city,Samuel
100001536,female,single,41,high school,113521,staff,177,54,small city,Ann
100001537,female,non-single,29,high school,109380,staff,159,65,mid-size city,Roozan
100001538,female,non-single,42,university,82558,unemployed,153,47,small city,Samuel
100001539,female,non-single,50,university,124777,staff,161,42,mid-size city,Andrew
100001540,female,non-single,33,high school,133542,staff,154,61,small city,Roozan
100001541,female,non-single,28,,116492,staff,160,59,mid-size city,Samid
100001542,female,non-single,27,high school,68834,unemployed,177,56,small city,Matt
100001543,female,non-single,27,,124023,staff,141,56,small city,Ann
100001544,female,single,28,high school,63882,unemployed,179,49,small city,Lothor
100001545,female,non-single,24,high school,122492,staff,166,64,mid-size city,Ann
100001546,female,single,28,high school,141453,manager,167,45,mid-size city,Samid
100001547,female,non-single,32,,99327,staff,186,54,small city,Roozan
100001548,female,single,32,high school,45590,unemployed,181,47,small city,Jennifer
100001549,female,single,30,high school,71167,unemployed,150,72,small city,Andrew
100001550,female,non-single,29,high school,111992,staff,156,47,small city,George
100001551,female,non-single,37,,145140,staff,157,63,mid-size city,Roozan
100001552,female,non-single,24,high school,49672,unemployed,175,69,small city,Lothor
100001553,female,non-single,36,high school,75536,unemployed,182,35,small city,Samid
100001554,female,non-single,40,university,86720,unemployed,149,55,small city,Jennifer
100001555,female,non-single,51,university,97729,unemployed,162,41,small city,Martin
100001556,female,non-single,33,high school,106808,unemployed,143,71,small city,Andrew
100001557,female,single,31,,117971,staff,187,68,small city,Ann
100001558,female,non-single,29,high school,97731,staff,153,58,mid-size city,Andrew
100001559,female,single,48,university,109196,unemployed,149,71,small city,George
100001560,female,non-single,25,high school,94905,staff,164,65,small city,Lothor
100001561,female,single,28,high school,57480,unemployed,140,50,small city,Ann
100001562,female,non-single,23,high school,109175,staff,171,35,mid-size city,Ann
100001563,female,non-single,32,high school,111174,staff,161,50,mid-size city,Samuel
100001564,female,non-single,34,high school,127255,staff,175,48,small city,Martin
100001565,female,single,23,high school,115499,staff,144,39,small city,Matt
100001566,female,non-single,25,high school,109499,staff,143,48,mid-size city,Lothor
100001567,female,single,25,high school,104696,staff,147,74,small city,Samid
100001568,female,non-single,27,high school,104467,staff,177,43,small city,Matt
100001569,female,non-single,29,high school,120157,staff,173,38,small city,Roozan
100001570,female,non-single,46,university,81200,unemployed,153,37,small city,Jennifer
100001571,female,non-single,61,university,97558,unemployed,177,70,small city,Lothor
100001572,female,non-single,25,high school,95914,staff,170,65,small city,Roozan
100001573,female,non-single,67,graduate school,128053,staff,165,37,small city,Andrew
100001574,female,non-single,49,university,101734,unemployed,186,65,small city,George
100001575,female,non-single,21,high school,126009,staff,165,72,small city,Ann
100001576,female,single,19,high school,91232,unemployed,172,50,small city,Jennifer
100001577,female,non-single,67,graduate school,128343,unemployed,163,46,small city,Jennifer
100001578,female,non-single,31,high school,110040,staff,168,71,mid-size city,Roozan
100001579,female,non-single,27,high school,38247,unemployed,166,60,small city,Ann
100001580,female,non-single,37,high school,129027,unemployed,180,47,small city,Samuel
100001581,female,non-single,27,high school,115026,staff,149,56,small city,George
100001582,female,single,36,high school,130323,staff,151,55,small city,Ann
100001583,female,non-single,24,high school,103181,staff,182,57,mid-size city,Martin
100001584,female,non-single,31,high school,138307,staff,141,64,mid-size city,Roozan
100001585,female,non-single,29,high school,122564,unemployed,184,60,small city,George
100001586,female,single,28,high school,82351,unemployed,142,39,small city,George
100001587,female,non-single,34,high school,125351,staff,162,38,small city,Ann
100001588,female,non-single,26,high school,82940,unemployed,176,55,small city,Matt
100001589,female,single,21,high school,108029,staff,182,40,small city,Samuel
100001590,female,non-single,63,university,82734,unemployed,157,36,small city,Lothor
100001591,female,single,38,university,116816,unemployed,152,48,small city,Samid
100001592,female,non-single,20,high school,113472,unemployed,175,41,small city,Samid
100001593,female,non-single,44,university,143343,staff,188,38,mid-size city,George
100001594,female,non-single,31,high school,104074,staff,163,46,mid-size city,George
100001595,female,single,33,high school,138525,staff,146,41,mid-size city,Lothor
100001596,female,non-single,49,university,106960,unemployed,152,53,small city,Roozan
100001597,female,single,26,high school,108323,staff,141,59,small city,George
100001598,female,non-single,28,high school,95784,staff,177,66,small city,Martin
100001599,female,non-single,30,high school,140673,staff,142,39,mid-size city,Jennifer
100001600,female,non-single,36,high school,104235,staff,153,68,mid-size city,Lothor
100001601,female,non-single,27,high school,54041,unemployed,187,58,small city,Lothor
100001602,male,single,23,other,107961,unemployed,158,51,small city,Samuel
100001603,male,single,31,other,113757,staff,180,64,small city,Jennifer
100001604,female,non-single,27,high school,94884,staff,158,65,small city,Lothor
100001605,female,non-single,25,high school,126041,staff,179,35,small city,Roozan
100001606,female,non-single,23,high school,64952,unemployed,173,36,small city,Matt
100001607,male,non-single,27,high school,66764,unemployed,175,65,small city,Ann
100001608,female,single,38,high school,67861,unemployed,178,58,small city,Lothor
100001609,male,single,44,high school,113516,unemployed,161,63,small city,Samuel
100001610,female,non-single,42,high school,46109,unemployed,186,71,small city,Matt
100001611,female,non-single,25,high school,103651,unemployed,172,55,small city,Ann
100001612,male,non-single,40,high school,75043,unemployed,151,52,small city,Matt
100001613,female,non-single,24,high school,116473,unemployed,174,67,small city,Samid
100001614,female,single,39,high school,96614,unemployed,148,40,small city,Jennifer
100001615,male,single,24,other,66447,unemployed,171,77,small city,Lothor
100001616,female,single,50,high school,119068,staff,164,55,small city,Lothor
100001617,female,non-single,28,high school,122973,unemployed,160,46,small city,Roozan
100001618,female,non-single,36,high school,81609,unemployed,183,41,small city,Martin
100001619,male,single,36,high school,105519,staff,151,74,small city,Roozan
100001620,female,non-single,40,high school,86649,unemployed,143,69,small city,Samuel
100001620,female,non-single,400,,86649,unemployed,143,69,small city,Samuel
100001621,female,single,31,other,76384,unemployed,175,42,small city,Lothor
100001622,male,non-single,27,high school,67136,unemployed,151,77,small city,Andrew
100001623,female,non-single,35,high school,93155,unemployed,164,58,small city,Andrew
100001624,male,single,51,high school,124183,unemployed,141,86,small city,Martin
100001625,female,single,26,other,64860,unemployed,148,40,small city,Roozan
100001626,male,single,33,high school,87232,unemployed,167,51,small city,Andrew
100001627,female,non-single,27,high school,92304,unemployed,151,58,small city,Ann
100001628,male,single,38,high school,84254,unemployed,183,90,small city,Roozan
100001629,female,single,30,other,106696,staff,156,50,small city,Martin
100001630,male,single,28,other,113212,staff,146,89,small city,Martin
100001631,male,single,23,other,71076,unemployed,159,61,small city,Jennifer
100001632,female,non-single,23,high school,114270,unemployed,184,40,small city,Andrew
100001633,female,non-single,26,,125538,staff,170,50,small city,Lothor
100001634,female,non-single,21,high school,92442,unemployed,168,64,small city,Lothor
100001635,female,single,36,high school,75297,unemployed,189,39,small city,Ann
100001636,female,non-single,24,,65707,unemployed,149,64,small city,George
100001637,male,single,41,high school,120387,staff,175,74,small city,Samuel
100001638,male,single,42,high school,120946,staff,161,67,small city,Roozan
100001639,male,single,27,other,73265,unemployed,168,58,small city,George
100001640,male,non-single,40,high school,77481,unemployed,152,61,small city,Samuel
100001641,female,non-single,34,high school,91282,unemployed,174,41,small city,Roozan
100001642,male,single,40,high school,104405,unemployed,180,87,small city,Ann
100001643,male,single,33,high school,99646,staff,142,53,small city,Samid
100001644,female,single,49,high school,97791,unemployed,179,71,small city,Jennifer
100001645,male,single,28,other,81878,unemployed,162,49,small city,Martin
100001646,female,non-single,26,high school,107908,staff,156,70,small city,Samid
100001647,female,single,40,high school,98608,unemployed,154,71,small city,Samid
100001648,male,single,47,,95228,unemployed,142,56,small city,George
100001649,female,non-single,41,high school,128163,staff,162,72,small city,George
100001650,female,non-single,29,high school,94325,unemployed,174,39,small city,Andrew
100001651,female,non-single,37,,90815,unemployed,152,45,small city,Ann
100001652,male,single,31,other,120719,staff,147,56,small city,George
100001653,male,single,35,high school,110159,staff,155,48,small city,Samuel
100001654,male,single,35,high school,124490,staff,170,53,small city,Matt
100001655,female,non-single,29,high school,75161,unemployed,160,49,small city,Martin
100001656,female,single,37,high school,127206,staff,146,46,small city,Martin
100001657,male,single,37,high school,83660,unemployed,179,45,small city,Jennifer
100001658,female,non-single,26,high school,87400,unemployed,147,52,small city,Martin
100001659,female,non-single,28,high school,78942,unemployed,188,62,small city,George
100001660,female,non-single,23,high school,88452,unemployed,141,62,small city,Matt
100001661,male,single,38,high school,104128,staff,145,73,small city,George
100001662,female,non-single,30,high school,100313,staff,169,58,small city,Ann
100001663,female,single,45,high school,107387,staff,163,72,small city,George
100001664,male,single,24,other,84355,unemployed,147,70,small city,George
100001665,female,single,35,high school,112723,staff,184,59,small city,Lothor
100001666,female,non-single,41,high school,115892,staff,170,50,small city,Lothor
100001667,male,non-single,30,high school,106597,staff,175,59,small city,Samid
100001668,female,non-single,30,high school,121327,staff,174,47,small city,Roozan
100001669,female,non-single,26,high school,92559,unemployed,168,43,small city,Ann
100001670,female,non-single,25,high school,87537,unemployed,188,71,small city,Ann
100001671,female,non-single,23,high school,70569,unemployed,183,52,small city,Roozan
100001672,female,non-single,27,high school,85294,unemployed,150,39,small city,Jennifer
100001673,female,single,26,other,70905,unemployed,149,59,small city,Martin
100001674,male,single,25,other,103716,unemployed,151,75,small city,Ann
100001675,male,non-single,27,high school,94947,staff,174,45,small city,Martin
100001676,female,single,42,high school,80116,unemployed,179,60,small city,Ann
100001677,male,single,35,high school,86492,unemployed,171,58,small city,Roozan
100001678,female,non-single,25,high school,88672,unemployed,176,39,small city,Matt
100001679,female,non-single,26,high school,82984,unemployed,156,73,small city,Samuel
100001680,male,single,38,high school,128100,staff,173,79,small city,Martin
100001681,female,single,28,other,72869,unemployed,165,43,small city,George
100001682,male,non-single,33,high school,112227,staff,164,86,small city,Lothor
100001683,female,single,40,high school,94674,unemployed,161,66,small city,Roozan
100001684,female,non-single,23,high school,101003,staff,167,39,small city,George
100001685,female,single,25,other,112924,staff,177,65,small city,Jennifer
100001686,female,single,28,other,108645,unemployed,170,53,small city,Jennifer
100001687,male,single,41,high school,69415,unemployed,155,87,small city,George
100001688,female,single,50,high school,112204,unemployed,172,49,small city,Lothor
100001689,female,non-single,23,high school,109700,staff,141,66,small city,Roozan
100001690,female,non-single,26,high school,104484,staff,173,60,small city,Jennifer
100001691,female,non-single,22,high school,61239,unemployed,178,65,small city,Jennifer
100001692,male,single,37,high school,119602,unemployed,167,63,small city,Ann
100001693,female,single,38,high school,81014,unemployed,186,37,small city,Samid
100001694,female,non-single,22,high school,68165,unemployed,188,65,small city,Lothor
100001695,female,single,30,other,88652,unemployed,173,65,small city,Matt
100001696,male,single,38,high school,75705,unemployed,176,89,small city,Samuel
100001697,female,non-single,36,high school,104189,staff,159,36,small city,Matt
100001698,male,single,41,high school,71603,unemployed,178,51,small city,Ann
100001699,female,non-single,29,high school,121914,staff,165,53,small city,Samuel
100001700,female,non-single,31,high school,106637,staff,184,41,small city,Martin
100001701,female,single,31,other,99800,staff,147,75,small city,Samuel
100001702,female,single,21,other,67629,unemployed,189,56,small city,Samid
100001703,male,single,32,other,120354,staff,175,64,small city,Lothor
100001704,female,non-single,35,high school,122110,staff,155,67,small city,Matt
100001705,male,single,29,other,89170,unemployed,177,69,small city,George
100001706,female,single,34,high school,109195,staff,180,35,small city,Lothor
100001707,female,single,38,high school,92392,unemployed,160,39,small city,Martin
100001708,female,non-single,33,high school,43805,unemployed,180,66,small city,Martin
100001709,female,non-single,28,high school,68389,unemployed,158,44,small city,Lothor
100001710,female,non-single,28,high school,112521,staff,142,35,small city,Jennifer
100001711,male,single,21,other,59255,unemployed,142,66,small city,Samid
100001712,female,non-single,29,high school,98612,unemployed,158,67,small city,Lothor
